first,second,part,location,random
186.1883757,42.41197025,cowboy,thetown,0.925567045
277.532048,4.956832063,rundown,thetown,0.92553563
89.80038056,7.91203944,moose,green,0.925461593
156.1248919,8.090157412,rundown,thetown,0.925442391
190.973015,28.13779623,cowboy,thetown,0.925408343
113.0749005,17.37363778,moose,green,0.925381491
239.6168483,28.12184743,cowboy,thetown,0.925378749
271.7101791,31.97130726,cowboy,thetown,0.925352678
184.7199446,4.049818371,moose,green,0.925243966
231.9614254,45.58578101,cowboy,thetown,0.925144431
142.074001,50.15511157,mountain,thetown,0.92514057
63.30288877,10.41868189,rundown,thetown,0.925078317
84.04680357,16.44121136,moose,green,0.924866739
225.2991776,47.19515969,cowboy,thetown,0.924772725
57.11485902,16.67793202,moose,green,0.924761711
98.3466371,14.04344954,moose,green,0.924646164
142.9671337,47.14078879,mountain,thetown,0.924625363
227.097042,5.2991178,rundown,thetown,0.924511981
154.3618751,12.98858329,moose,green,0.924422537
73.94190328,16.20991178,moose,green,0.924357292
190.973015,38.47261719,cowboy,thetown,0.924349806
185.5504238,31.82196852,cowboy,thetown,0.9243409
244.6179356,29.11295129,cowboy,thetown,0.924242762
193.891645,33.87298391,cowboy,thetown,0.924199094
111.8605778,17.50856253,moose,green,0.924135891
165.3751946,27.90312106,trees,thetown,0.924045287
210.0520671,0.541774779,moose,green,0.923986618
152.0651979,11.13202812,rundown,thetown,0.92392441
301.5779277,17.90664245,cowboy,thetown,0.923910224
333.2841377,6.495277634,rundown,thetown,0.923761646
37.63049803,3.234136906,moose,green,0.923735646
208.459955,15.41048262,moose,green,0.923718723
125.521709,40.55708355,bio,green,0.923700946
146.2663899,14.94499222,moose,green,0.923628144
253.6677391,9.40433835,rundown,thetown,0.923609961
277.2560111,22.14104826,cowboy,thetown,0.923563848
248.946895,25.86623174,trees,thetown,0.923460045
300.7007438,34.29403217,cowboy,thetown,0.923447491
332.4625497,11.72366373,moose,green,0.923421174
138.9804532,15.73767514,moose,green,0.923401597
115.7059332,24.23793461,moose,green,0.923268696
84.33592804,12.84100934,moose,green,0.923152178
272.4284327,8.468021237,rundown,thetown,0.923141198
302.0931965,10.60638697,rundown,thetown,0.923077796
65.51392493,15.48469123,moose,green,0.923033031
337.3290403,11.88158702,moose,green,0.923028093
216.1721156,19.03103269,cowboy,thetown,0.922908382
219.920083,26.46772926,trees,thetown,0.922848469
189.9257914,42.92501297,bio,green,0.92283336
243.3648158,23.62428646,trees,thetown,0.922815871
149.5190402,12.25613463,moose,green,0.922742972
139.3852275,22.19045148,moose,green,0.922688012
285.3208046,22.20201646,moose,green,0.922670916
292.8858329,27.60510638,trees,thetown,0.922617324
227.6914972,31.11007218,cowboy,thetown,0.922579776
154.2110362,5.716064942,rundown,thetown,0.922577682
288.8029407,48.1025013,cowboy,thetown,0.922446326
167.2134579,39.66658018,bio,green,0.922439535
141.3079052,49.40140114,bio,green,0.922400346
181.4037364,35.66562878,cowboy,thetown,0.922397155
274.5181341,48.78085683,mountain,thetown,0.922354217
134.7535029,25.41510861,trees,thetown,0.922333594
171.2612005,13.13615724,moose,green,0.922320146
146.3675835,41.81188376,bio,green,0.922271483
224.5902093,31.22113389,moose,green,0.922140725
267.6986681,0.398417229,moose,green,0.922137629
269.0423802,26.11229891,trees,thetown,0.922112073
229.7510811,37.56175402,bio,green,0.922078748
183.5056219,4.673845355,moose,green,0.922000064
207.0813008,47.49963674,mountain,thetown,0.921982349
157.0818198,25.92091334,trees,thetown,0.921980499
283.6355302,43.86331085,cowboy,thetown,0.921888379
114.2892233,1.587441619,moose,green,0.921857788
292.7223911,48.25935948,bio,green,0.921835248
69.86524823,42.21665802,bio,green,0.921719898
234.832209,45.90475696,cowboy,thetown,0.9216134
251.2594707,54.10243902,mountain,thetown,0.921555704
228.2134579,37.61138211,cowboy,thetown,0.921460603
283.6872513,3.206538661,moose,green,0.92144143
182.5201522,30.08354956,cowboy,thetown,0.921350819
67.60906418,6.30389206,rundown,thetown,0.921348568
269.6213458,44.84769071,bio,green,0.92126179
142.3198409,40.29398028,bio,green,0.921254145
275.1869919,2.852361183,moose,green,0.921230788
312.9015741,5.346964193,rundown,thetown,0.921194467
66.82944127,43.28930981,bio,green,0.921188452
185.9342674,4.049818371,moose,green,0.920911283
169.4740356,28.56203425,cowboy,thetown,0.920884165
184.27452,35.76132157,cowboy,thetown,0.920806896
228.6121778,20.4504757,cowboy,thetown,0.920790102
170.4788099,23.69263845,trees,thetown,0.920729518
86.84552846,19.66061235,moose,green,0.920679725
229.3463069,43.1274001,bio,green,0.920664148
302.4080609,45.43461339,bio,green,0.920647198
306.8053813,24.04781337,moose,green,0.920636218
295.0209306,41.50830306,bio,green,0.920602567
321.1748675,5.074019908,moose,green,0.92048988
234.592977,9.776173178,rundown,thetown,0.920376454
289.6287592,11.78630736,moose,green,0.9202997
177.5760249,44.27797959,cowboy,thetown,0.920255171
190.0160872,34.54921294,cowboy,thetown,0.920235527
286.5206712,14.00051894,moose,green,0.920202858
163.9398028,39.61865224,trees,thetown,0.920019084
75.17145246,7.141203944,rundown,thetown,0.919989918
210.0686333,8.688850744,rundown,thetown,0.919940927
71.78792596,41.71069019,bio,green,0.919869047
268.6095679,37.07222222,cowboy,thetown,0.919846431
276.4948184,49.10901543,mountain,thetown,0.919832241
209.466371,45.73366986,mountain,thetown,0.919756022
57.01366546,0.879086663,moose,green,0.919729081
197.9904861,31.27970939,cowboy,thetown,0.919610686
291.7827366,10.31960301,moose,green,0.919581037
197.5120221,28.68404255,cowboy,thetown,0.919446794
253.205224,22.44726518,trees,thetown,0.919440508
308.5953987,7.930669434,rundown,thetown,0.919400888
245.9006746,34.8203425,cowboy,thetown,0.919393819
163.9398028,40.28850174,trees,thetown,0.919334078
141.5102923,7.140438505,moose,green,0.919251654
138.1692037,26.72632762,trees,thetown,0.919241084
226.4116935,3.695640893,moose,green,0.919233376
57.92440754,21.3707836,moose,green,0.919231266
207.7059621,6.391610448,rundown,thetown,0.919211406
189.3781353,17.88670645,cowboy,thetown,0.919113051
64.29960214,15.11364816,moose,green,0.919025193
266.5703166,19.44570144,cowboy,thetown,0.918987904
59.44231102,2.953554748,moose,green,0.918778024
288.6594015,17.45210171,cowboy,thetown,0.918674444
253.8910223,47.58336793,mountain,thetown,0.918654229
298.1489362,29.81242,cowboy,thetown,0.918584948
253.0707984,44.45113796,mountain,thetown,0.918557962
349.2606815,2.734302024,moose,green,0.918309979
302.4755233,47.00648677,bio,green,0.918092882
295.9378528,28.37847809,cowboy,thetown,0.918058802
229.7510811,40.59756098,bio,green,0.918058772
245.1989275,35.5858848,cowboy,thetown,0.918055616
123.7488324,31.53124472,trees,thetown,0.91795628
105.5865767,21.01660612,moose,green,0.917940626
290.0913584,15.06787012,moose,green,0.917902987
67.94257049,6.883238194,moose,green,0.917879632
304.2970074,40.10845874,bio,green,0.91784099
137.3850545,47.21255838,mountain,thetown,0.917778628
264.7760768,32.88655077,trees,thetown,0.917688045
317.6882892,4.319667878,moose,green,0.91768467
88.4646255,15.75454074,moose,green,0.917677337
297.5109843,31.31160699,cowboy,thetown,0.917673411
237.2245286,18.75990313,cowboy,thetown,0.917670061
163.1791678,29.49099038,trees,thetown,0.917582294
58.02560111,9.10106383,moose,green,0.917571258
283.1570663,30.65770628,cowboy,thetown,0.91755115
46.08476042,2.262065387,moose,green,0.91754485
156.1567895,10.34212766,rundown,thetown,0.917275435
73.35063138,10.44602269,rundown,thetown,0.917257589
177.434008,4.16787753,moose,green,0.917223675
182.1214323,22.25268985,cowboy,thetown,0.917194678
279.2496108,46.27955371,cowboy,thetown,0.917151626
127.2821045,22.92131252,trees,thetown,0.917151443
328.1112264,38.7760768,bio,green,0.916992257
280.044283,14.50648677,moose,green,0.91697302
99.71734994,46.16320706,bio,green,0.916962682
181.4834804,42.65120221,cowboy,thetown,0.916851178
294.1617367,46.12804013,cowboy,thetown,0.916809085
127.9503546,26.53165542,moose,green,0.916748307
173.9078014,31.42324857,cowboy,thetown,0.916700755
248.2291991,21.43531396,cowboy,thetown,0.916502915
203.8455285,41.22496108,bio,green,0.916497797
233.7795883,49.2221069,cowboy,thetown,0.916492427
105.6469469,8.361286975,rundown,thetown,0.916460842
114.2892233,18.99273482,moose,green,0.916403199
129.265871,21.80928905,moose,green,0.916078316
236.7460647,27.53174191,cowboy,thetown,0.916071828
188.0224875,26.35153088,trees,thetown,0.915974877
155.646428,13.61755504,rundown,thetown,0.915932185
290.4775644,23.68170213,trees,thetown,0.915852396
296.2988756,30.5141671,cowboy,thetown,0.915840283
279.3293548,29.68482961,cowboy,thetown,0.915798432
285.1825636,25.55728075,cowboy,thetown,0.915674443
79.04013147,41.27218474,bio,green,0.915660356
186.3478637,29.12662169,cowboy,thetown,0.915636306
207.6993167,25.81325895,trees,thetown,0.915562874
242.9660958,18.88749351,cowboy,thetown,0.915543009
347.5909877,8.550823819,moose,green,0.915518342
229.4475004,23.6982356,moose,green,0.915484355
136.4440754,47.61446809,mountain,thetown,0.915443582
151.4997405,23.03645934,trees,thetown,0.915429009
141.3079052,48.89543332,bio,green,0.915419889
334.2840339,27.12195122,moose,green,0.915370524
170.7977859,17.22881854,cowboy,thetown,0.915332461
160.433489,3.32459782,moose,green,0.915209538
104.8583675,31.86449864,trees,thetown,0.915177328
127.4443868,20.81421899,moose,green,0.915092694
195.311088,23.8730877,trees,thetown,0.915076179
201.8181975,18.69610794,cowboy,thetown,0.915072664
237.5435046,35.28285764,cowboy,thetown,0.915071034
285.1499583,6.877105251,moose,green,0.915011987
215.0577755,18.74987026,moose,green,0.914945399
310.8071268,0.322522055,moose,green,0.914917389
111.7593842,12.22400969,moose,green,0.914887871
203.8455285,40.71899325,bio,green,0.91485205
240.5737762,46.15993773,cowboy,thetown,0.914764511
247.4937823,29.17978435,cowboy,thetown,0.914482512
221.339526,43.58580176,cowboy,thetown,0.914356402
258.1971977,51.86960733,mountain,thetown,0.91434052
64.80556997,22.71159834,moose,green,0.914314739
231.3701782,39.58562532,bio,green,0.914285794
99.00899498,41.1035288,bio,green,0.914195459
202.3764055,10.61006746,rundown,thetown,0.914191845
228.6919218,40.03559938,cowboy,thetown,0.91415009
194.5357205,36.54981837,bio,green,0.914141404
147.0759384,18.23378308,moose,green,0.914138027
287.3302197,1.958484691,moose,green,0.914026401
132.504065,18.30967826,moose,green,0.914025478
55.88029753,14.02413077,moose,green,0.913962247
94.96125238,44.13933576,bio,green,0.913832752
318.7002249,24.29527763,moose,green,0.913805735
291.7104554,40.71321076,bio,green,0.913751967
237.6441792,13.65477426,moose,green,0.913676578
39.10240443,0.335171251,moose,green,0.913671707
198.628438,35.05957447,cowboy,thetown,0.913669177
66.82944127,15.77140633,moose,green,0.913626062
220.8460474,38.3814219,bio,green,0.913620004
296.3679871,20.19529493,cowboy,thetown,0.913578914
119.8548694,43.67384536,bio,green,0.913558726
170.1598339,30.4982183,cowboy,thetown,0.913461804
214.5518076,14.93487286,moose,green,0.913447277
219.4293375,42.62143228,bio,green,0.913289729
194.636914,0.287104307,moose,green,0.91326644
229.0108978,29.03092891,cowboy,thetown,0.91321937
195.9171424,23.07883757,trees,thetown,0.913203584
108.6931673,30.75339907,trees,thetown,0.913061393
342.6628611,20.65230929,moose,green,0.913047698
228.9384032,7.669689107,rundown,thetown,0.912981683
97.75229199,4.382061927,rundown,thetown,0.912972799
160.5057701,41.26254726,bio,green,0.912944524
235.6774952,36.15047224,cowboy,thetown,0.912934189
53.37069711,1.334457706,moose,green,0.912922957
120.9505433,22.728254,trees,thetown,0.912767496
343.9986162,12.14530358,moose,green,0.912764278
198.309462,53.60802629,mountain,thetown,0.912691471
270.1587961,27.39731633,trees,thetown,0.912619003
200.8612697,33.46469469,cowboy,thetown,0.912554513
172.070749,45.33341982,bio,green,0.912394647
302.9734475,22.72716658,trees,thetown,0.912389301
161.2285072,36.84356142,trees,thetown,0.91234112
297.1170831,4.218474312,moose,green,0.912313809
137.3613562,17.71094966,moose,green,0.912297858
76.94879779,49.15853659,bio,green,0.912282408
151.123681,16.12558381,moose,green,0.912261861
165.6941706,30.44581511,trees,thetown,0.912209116
171.7547137,19.77743643,cowboy,thetown,0.91215615
329.4727399,25.87389725,moose,green,0.912128596
84.94308943,5.93876492,moose,green,0.912117138
97.25497319,49.55319149,bio,green,0.912064024
137.4937963,28.33063169,trees,thetown,0.912002721
109.9379,0.845355475,moose,green,0.912000123
209.6135617,7.962636222,moose,green,0.911945557
190.0523344,43.98510167,cowboy,thetown,0.911945548
207.9742259,18.47664764,moose,green,0.911915315
36.39041688,2.012454593,moose,green,0.911739936
146.3675835,38.7760768,bio,green,0.911695329
337.3198409,15.43409445,moose,green,0.911665054
99.71734994,42.11546445,bio,green,0.91153533
209.3141325,16.86199619,cowboy,thetown,0.911529643
221.4532088,46.16320706,bio,green,0.911400622
79.98460474,47.7823041,bio,green,0.911334821
273.1486643,43.93694862,bio,green,0.911189134
66.72824771,2.869226777,moose,green,0.911110106
276.2990832,47.30825117,cowboy,thetown,0.911060359
297.9695122,24.59317592,trees,thetown,0.911050116
121.1703857,0.373118838,moose,green,0.910996289
197.8309981,29.1026985,cowboy,thetown,0.91095688
219.8341117,36.10456668,bio,green,0.910947591
285.3898979,39.01487632,cowboy,thetown,0.910905371
222.4651444,42.11546445,bio,green,0.910829629
193.5237848,44.9893617,bio,green,0.910722354
260.6611156,3.399726376,moose,green,0.910715392
290.8124892,30.40252551,cowboy,thetown,0.910668273
66.72824771,3.476388168,moose,green,0.910645606
91.72305829,19.89223318,moose,green,0.910638882
70.55959177,4.055111572,rundown,thetown,0.910607887
257.9840858,0.408536585,moose,green,0.910323199
343.3914548,14.7088739,moose,green,0.910290139
340.8616156,9.817851583,moose,green,0.910187577
194.8804705,29.03092891,cowboy,thetown,0.910146766
217.911434,25.61248054,moose,green,0.910145048
110.3224356,4.613129216,moose,green,0.910125943
269.6213458,41.30591593,bio,green,0.9100255
189.591692,43.77793017,bio,green,0.909970992
167.0110707,43.66878568,bio,green,0.909948028
241.185954,2.835495589,moose,green,0.909872566
311.9765439,4.495298391,rundown,thetown,0.909800895
99.00899498,38.57368967,bio,green,0.909772211
249.0628863,48.48266264,mountain,thetown,0.909736922
120.5632244,27.52672548,moose,green,0.909710299
229.7285937,24.10275039,cowboy,thetown,0.909689433
161.5474831,23.65162725,trees,thetown,0.909682167
93.38263276,10.65438505,moose,green,0.909658191
89.23921624,11.99198,moose,green,0.909636729
231.5725653,37.10638298,bio,green,0.90962456
230.0546618,2.902957966,moose,green,0.909609618
293.2048089,45.01162429,cowboy,thetown,0.909598536
141.4519979,23.82934243,trees,thetown,0.909594146
65.81750562,45.85962636,bio,green,0.909540373
297.1920083,20.88508044,cowboy,thetown,0.909535362
131.1885487,20.87043764,moose,green,0.909482693
64.29960214,3.577581733,moose,green,0.909433122
113.2704722,22.79175921,trees,thetown,0.909211412
289.9612524,19.02646601,moose,green,0.909183136
186.0858477,51.16330343,cowboy,thetown,0.909150539
193.4948724,2.902957966,moose,green,0.909025767
245.3584155,48.02594707,mountain,thetown,0.908905085
254.8001038,45.45181111,mountain,thetown,0.908820721
125.2181284,12.04411002,moose,green,0.908754213
278.2926829,6.618311217,rundown,thetown,0.908749837
107.610448,25.19927348,moose,green,0.908499013
194.636914,1.67176959,moose,green,0.908399714
202.2024186,33.27330912,trees,thetown,0.908385904
68.85331258,41.71069019,bio,green,0.908254099
141.3079052,38.11831863,bio,green,0.908222882
190.1755752,46.57460647,cowboy,thetown,0.908221418
64.29960214,6.613388687,moose,green,0.908126973
262.7426051,19.27026466,cowboy,thetown,0.908024794
254.5289742,23.65162725,trees,thetown,0.907999222
115.8071268,6.900103788,moose,green,0.907989667
251.7379346,51.67822176,mountain,thetown,0.90776874
351.6893271,1.536844837,moose,green,0.907765278
265.5336447,34.02062421,trees,thetown,0.907710275
276.7775471,31.90171251,cowboy,thetown,0.907688137
49.72772877,4.403995848,moose,green,0.907645959
296.6400277,45.53074728,bio,green,0.907608178
221.5149628,31.99740529,cowboy,thetown,0.907604608
321.0074382,1.425531915,moose,green,0.907509767
160.5180607,25.26846252,trees,thetown,0.90748368
129.5701436,48.12961425,mountain,thetown,0.907481582
110.8671111,38.48611233,trees,thetown,0.90747986
123.194257,16.22677737,moose,green,0.907445064
173.9556478,42.65758173,cowboy,thetown,0.90706535
214.404321,37.99814815,cowboy,thetown,0.907059879
198.2076013,37.60512269,bio,green,0.907058115
273.9067635,39.23815949,cowboy,thetown,0.907028332
330.7220204,1.688635184,moose,green,0.907019554
179.6493686,31.2159142,cowboy,thetown,0.906965272
182.0416883,55.44213804,mountain,thetown,0.906862763
273.9293004,14.57635851,moose,green,0.906856552
184.6297432,32.59766005,cowboy,thetown,0.906767366
252.3758865,28.50461858,cowboy,thetown,0.906675499
254.7458917,8.468604048,moose,green,0.906669909
157.4606037,35.23899844,trees,thetown,0.906632264
226.7780661,38.74374676,cowboy,thetown,0.906581547
65.51392493,8.704722366,moose,green,0.906562604
43.70211193,5.90196726,moose,green,0.906439339
325.5813873,29.82044629,moose,green,0.906398027
100.9420516,27.6092075,trees,thetown,0.906302402
247.7595956,27.72844375,cowboy,thetown,0.906287211
286.0544312,20.17402987,cowboy,thetown,0.906111526
324.0634838,43.32978723,bio,green,0.906075735
94.86005881,13.22470161,moose,green,0.906059667
293.9078014,17.0194603,moose,green,0.906033606
315.2596437,28.42060197,moose,green,0.906012006
222.7687251,1.857291126,moose,green,0.90593776
149.5858848,4.972167445,rundown,thetown,0.905909018
63.08527936,5.011157239,moose,green,0.905809151
254.1387303,9.075765439,moose,green,0.905797678
117.1226431,15.13051375,moose,green,0.905602445
114.1795537,38.26528282,trees,thetown,0.905593202
112.4532829,40.87945734,bio,green,0.90546535
227.176786,45.69742259,cowboy,thetown,0.905428583
142.522228,9.561494551,moose,green,0.905404592
331.0458398,3.779968864,moose,green,0.905397138
118.9641931,6.413255245,rundown,thetown,0.905355995
273.4282996,45.90475696,cowboy,thetown,0.905299627
300.3817679,9.342138038,rundown,thetown,0.905288274
272.3916277,25.74775496,trees,thetown,0.905236115
286.6658018,22.07725307,cowboy,thetown,0.905221576
127.6467739,1.941619097,moose,green,0.905217869
164.6734475,37.71983394,trees,thetown,0.905093008
282.5191143,33.68797786,cowboy,thetown,0.905028879
264.5616675,39.68681889,bio,green,0.905007693
286.9254454,10.72859367,moose,green,0.904919403
188.362913,9.259178775,moose,green,0.904733741
188.4477887,53.47246151,mountain,thetown,0.90472455
118.1667532,29.87165839,trees,thetown,0.904686712
114.9044991,28.89608907,trees,thetown,0.904662854
204.4497492,50.6893963,mountain,thetown,0.904624403
127.6562878,49.82816122,mountain,thetown,0.904530573
45.05836855,0.243012825,moose,green,0.904492713
60.52652779,22.11527912,moose,green,0.90445702
111.8943089,41.91307732,bio,green,0.904342848
303.4279882,6.370877011,rundown,thetown,0.904271604
190.8927521,42.21665802,bio,green,0.90420958
181.4037364,36.81394222,cowboy,thetown,0.904061918
284.4329701,38.69590036,cowboy,thetown,0.90398564
216.9784159,22.75241884,trees,thetown,0.903851804
126.8372254,16.63155163,moose,green,0.903841713
263.5497319,40.92138038,bio,green,0.903841586
128.7599031,13.32589517,moose,green,0.903773103
195.7576544,38.4566684,cowboy,thetown,0.903718458
317.8906764,10.13829787,moose,green,0.903672913
260.2103442,9.581733264,moose,green,0.903576093
170.1480713,12.58380903,moose,green,0.903529518
136.6240888,9.090221662,moose,green,0.903486518
245.3348902,42.92501297,bio,green,0.903425775
220.3400796,3.12221069,moose,green,0.903417038
113.3821138,24.70424791,trees,thetown,0.90325967
289.2176094,34.45352015,cowboy,thetown,0.90319301
224.6322278,10.25339435,rundown,thetown,0.902988472
44.36446981,0.815840685,moose,green,0.902758078
224.5902093,20.15646082,moose,green,0.902731118
194.9602145,19.27026466,cowboy,thetown,0.90263553
252.0728594,5.136440062,rundown,thetown,0.902596305
113.5808684,6.859626362,moose,green,0.902552606
221.4532088,44.64530358,bio,green,0.902519104
121.1970247,5.251271406,rundown,thetown,0.9025103
298.8100675,38.23637779,bio,green,0.902472152
228.8286258,41.08822003,cowboy,thetown,0.90244406
298.7868881,33.46469469,cowboy,thetown,0.902074016
194.3089719,40.83303927,trees,thetown,0.902031464
150.8985935,8.217747794,rundown,thetown,0.90202383
245.5179035,52.57135444,mountain,thetown,0.901957402
179.7974646,25.02550226,cowboy,thetown,0.901940198
299.7438159,34.69275212,cowboy,thetown,0.901820663
231.4829614,39.1743643,cowboy,thetown,0.901665054
291.2767687,41.26543851,bio,green,0.90163571
126.4324511,17.93020239,moose,green,0.901445187
194.1627746,26.14419651,cowboy,thetown,0.901395269
152.9641301,28.58291268,trees,thetown,0.901373766
330.4386784,15.65334717,moose,green,0.901319994
65.59552846,11.8062273,rundown,thetown,0.901264307
247.8304792,24.020728,trees,thetown,0.90125015
82.00847604,41.44758692,bio,green,0.901240631
312.628611,29.44940322,moose,green,0.901221612
209.9091453,7.253458944,rundown,thetown,0.901141773
249.5051029,50.41826674,mountain,thetown,0.901088566
246.0892422,11.59640515,moose,green,0.901050547
162.344923,35.558544,trees,thetown,0.901032749
193.0463588,29.87621519,cowboy,thetown,0.901024403
234.672721,54.2738886,mountain,thetown,0.900970141
294.9591766,35.68157758,cowboy,thetown,0.900943233
190.6996071,51.76480095,mountain,thetown,0.900934638
180.3670645,21.93903016,cowboy,thetown,0.90084189
288.0385746,20.10586404,moose,green,0.900793146
50.33489016,12.04916969,moose,green,0.900771843
328.8195814,16.58095485,moose,green,0.900713539
180.1640798,52.26687739,mountain,thetown,0.900621633
225.7892406,33.49021277,cowboy,thetown,0.900590764
269.8398201,23.41923048,trees,thetown,0.900539371
117.5288013,9.700985989,rundown,thetown,0.900501582
294.9591766,32.81079398,cowboy,thetown,0.900403467
223.6794425,52.00403292,mountain,thetown,0.900351515
140.194776,9.598598858,moose,green,0.900130768
123.7488324,30.19974794,trees,thetown,0.899974137
241.530704,38.83943954,cowboy,thetown,0.899917793
124.5772358,41.4071095,bio,green,0.899870259
182.3606642,35.07552327,cowboy,thetown,0.899863974
160.433489,5.146081993,moose,green,0.89980301
226.4116935,2.481318111,moose,green,0.899793661
201.8979415,21.46162948,cowboy,thetown,0.899782897
63.62186473,14.43777893,rundown,thetown,0.899723278
68.85331258,45.25246497,bio,green,0.899696362
286.8784524,51.35127141,cowboy,thetown,0.899695954
199.0271579,4.629268293,rundown,thetown,0.89959561
71.58553883,4.926829268,moose,green,0.899571634
141.3079052,46.87156201,bio,green,0.899526156
300.5865767,49.44187857,bio,green,0.899521734
53.37069711,1.941619097,moose,green,0.899484487
290.2542813,37.13291818,cowboy,thetown,0.899373555
170.8564262,14.24788099,moose,green,0.899339185
270.557516,28.44082339,cowboy,thetown,0.899322277
68.884968,8.9012677,rundown,thetown,0.899263237
176.9469334,5.772265467,rundown,thetown,0.89917852
274.3282675,40.13812736,cowboy,thetown,0.899174074
44.87043764,4.89309808,moose,green,0.899158505
300.4615118,28.63220896,cowboy,thetown,0.899128697
221.4532088,42.11546445,bio,green,0.899127276
222.982356,22.35460993,moose,green,0.899109224
226.7345694,22.8369958,cowboy,thetown,0.899086957
273.4645469,29.2658112,cowboy,thetown,0.89890976
93.63750216,5.480934094,rundown,thetown,0.898748883
95.83843626,5.251271406,rundown,thetown,0.898729267
276.7048953,6.248670213,moose,green,0.898728854
248.4718907,2.548780488,moose,green,0.898705678
145.0520671,24.42345615,moose,green,0.898525266
199.8777605,24.40577755,trees,thetown,0.898517028
114.7951911,43.97742605,bio,green,0.898472011
160.6862481,38.84900882,trees,thetown,0.89846065
219.3618751,29.36585366,cowboy,thetown,0.898405537
247.6482072,28.51145378,cowboy,thetown,0.898325067
171.0370178,18.07410483,cowboy,thetown,0.89825857
285.2051548,5.432797094,moose,green,0.898237848
114.564983,25.56206539,trees,thetown,0.898233807
235.9486248,24.62906072,cowboy,thetown,0.898228165
223.1734994,45.15127141,bio,green,0.898224831
239.1383844,30.46632071,cowboy,thetown,0.898113446
244.0255517,54.14345022,mountain,thetown,0.898057717
145.5986854,9.448083624,rundown,thetown,0.898044923
278.6680505,17.02957966,moose,green,0.898037928
165.5346826,22.33243383,trees,thetown,0.898021637
161.6478118,2.91982356,moose,green,0.89798716
230.2433049,44.53316035,cowboy,thetown,0.897962131
254.7458917,7.254281266,moose,green,0.897739355
279.0103788,18.61636395,cowboy,thetown,0.897629587
325.5091062,23.64041071,moose,green,0.897583948
133.3858947,12.41515309,moose,green,0.897485173
121.8349767,7.178797539,rundown,thetown,0.897369699
185.0719599,53.35284553,mountain,thetown,0.897363672
138.8204463,49.17426051,mountain,thetown,0.897309117
95.83843626,5.921120913,rundown,thetown,0.897203975
107.5092545,20.19581387,moose,green,0.897133853
138.5756789,10.30695381,moose,green,0.897098283
301.0588134,42.36844837,bio,green,0.89700778
158.3084241,15.12714063,moose,green,0.896985588
138.9804532,13.30902958,moose,green,0.896965308
311.2341998,4.990291079,rundown,thetown,0.896898037
136.5518076,14.62454593,moose,green,0.896868163
245.8368794,33.48064349,cowboy,thetown,0.896843647
325.0754195,45.35365854,bio,green,0.896770463
244.8799516,18.40902958,cowboy,thetown,0.896664724
280.5255146,6.796026392,rundown,thetown,0.896612769
123.9083204,35.17577285,trees,thetown,0.896583769
141.4900536,17.00934094,moose,green,0.89657771
176.778585,31.35945338,cowboy,thetown,0.896428193
178.5329528,26.11229891,cowboy,thetown,0.896375796
203.4928213,50.43421553,mountain,thetown,0.896351357
333.9804532,22.26466009,moose,green,0.896199645
300.7007438,33.14571873,cowboy,thetown,0.896158659
125.2181284,11.43694862,moose,green,0.896112928
123.7488324,30.86959745,trees,thetown,0.896112067
299.42484,31.39135098,cowboy,thetown,0.89608215
231.3701782,42.11546445,bio,green,0.896077722
242.4812316,11.12493513,moose,green,0.896014606
201.5789656,33.14571873,cowboy,thetown,0.895948879
198.35503,4.123463563,rundown,thetown,0.895915596
210.929078,15.52966615,moose,green,0.895885979
299.7438159,32.97028196,cowboy,thetown,0.895836485
108.6223837,0.322522055,moose,green,0.895819437
283.4760422,34.1026466,cowboy,thetown,0.895693953
328.7276888,5.0746078,rundown,thetown,0.895591266
71.88911953,49.30020758,bio,green,0.895572388
241.2117281,33.24141152,cowboy,thetown,0.895562565
141.3079052,47.37752984,bio,green,0.895519801
305.6315805,27.06922678,trees,thetown,0.89550906
160.9095312,28.46360738,trees,thetown,0.895469463
280.1267947,47.72291991,cowboy,thetown,0.895313079
127.1408061,43.45121951,bio,green,0.895198225
100.3245113,30.44447327,moose,green,0.895182309
289.6960733,27.94641066,cowboy,thetown,0.895147316
336.7586765,13.5282823,moose,green,0.8951003
131.5637433,3.754362814,rundown,thetown,0.895040498
218.0948317,23.11392493,trees,thetown,0.895038194
194.3585099,51.51003444,mountain,thetown,0.895018467
43.75730842,1.486248054,moose,green,0.895003005
165.0562186,40.76696568,trees,thetown,0.894978629
268.8393955,32.51936595,cowboy,thetown,0.894955077
169.0434181,35.38082882,trees,thetown,0.894820352
104.889379,28.76179294,trees,thetown,0.894597117
248.2929943,49.21253762,mountain,thetown,0.894590602
275.8844145,44.5140218,cowboy,thetown,0.894514638
177.5760249,35.02767687,cowboy,thetown,0.894492836
282.0247016,51.38476388,cowboy,thetown,0.894465121
200.6073344,36.20576025,bio,green,0.894399373
199.4258779,35.72942398,cowboy,thetown,0.894376903
292.7223911,40.66984209,bio,green,0.894261236
153.457093,3.837627966,rundown,thetown,0.894101757
325.6825809,15.64069798,moose,green,0.894080254
280.6052586,33.84746584,cowboy,thetown,0.894053477
290.0788445,41.87290088,cowboy,thetown,0.89393993
255.3264141,7.930669434,rundown,thetown,0.893936614
170.1480713,4.252205501,moose,green,0.893803158
251.9771666,7.069434354,rundown,thetown,0.893608976
